,,, Experiment number: ,Unnamed: 1,#1767,Unnamed: 3
,,, Experiment date: ,,February-2-2018,
,,, Animal Strain: ,,,
,,, Animal Birthdate: ,,February-2-2018,
,,, Color of Animal: ,,Dark,
,,, Size of Animal: ,,Regular,
,,,Analysis Length:,,"23:51'38""",
,,,,,,
,,,Distance Traveled,=,257.51181,(meters)
,,,,,,
,,,,,,
 From Time ,  To Time  , Length(seconds) , Behavior ,Comment,,
"15:15'57""","15:15'58""",0.36,Dig,,,
"15:15'58""","15:15'58""",0.08,Forage,,,
"15:15'58""","15:15'58""",0.36,Dig,,>B_L(Night),
"15:15'59""","15:15'59""",0.12,Forage,,Night,
"15:15'59""","15:15'59""",0.48,Dig,,Night,
"15:16'00""","15:16'00""",0.08,Forage,,Night,
"15:16'00""","15:16'00""",0.44,Dig,,,
"15:16'00""","15:16'01""",0.52,Forage,,face-front/back(Night),
"15:16'01""","15:16'01""",0.48,Dig,,,
"15:16'01""","15:16'02""",0.56,Forage,,Night,
"15:16'02""","15:16'02""",0.28,Forage,,Night,
"15:16'02""","15:16'02""",0.24,Dig,,Night,
"15:16'03""","15:16'03""",0.48,Dig,,,
"15:16'03""","15:16'03""",0.08,Forage,,Night,
"15:16'03""","15:16'04""",0.96,Forage,,Night,
"15:16'04""","15:16'04""",0.08,Forage,,Night,
"15:16'04""","15:16'05""",0.44,Dig,,,
"15:16'05""","15:16'05""",0.16,Forage,,Night,
"15:16'05""","15:16'07""",1.92,Dig,,,
"15:16'08""","15:16'09""",0.52,Forage,,,
"15:16'09""","15:16'10""",0.44,Forage,,Night,
"15:16'11""","15:16'11""",0.08,Forage,,,
"15:16'11""","15:16'12""",0.60,Dig,,Night,
"15:16'13""","15:16'13""",0.24,Forage,,Night,
"15:16'13""","15:16'13""",0.24,Dig,,Night,
"15:16'13""","15:16'14""",0.12,Forage,,,
"15:16'14""","15:16'14""",0.16,Dig,,Night,
"15:16'14""","15:16'14""",0.28,Forage,,Night,
"15:16'14""","15:16'14""",0.20,Dig,,Night,
"15:16'15""","15:16'15""",0.08,Forage,,face-front/back(Night),
"15:16'15""","15:16'16""",0.28,Forage,,Night,
"15:16'16""","15:16'16""",0.20,Dig,,face-front/back(Night),
"15:16'17""","15:16'17""",0.28,Forage,,,
"15:16'17""","15:16'17""",0.32,Forage,,face-front/back(Night),
"15:16'17""","15:16'21""",3.32,Unknown Behavior,,,
"15:16'21""","15:16'22""",1.68,Forage,,Night,
"15:16'24""","15:16'25""",1.04,Forage,,Night,
"15:16'26""","15:16'27""",1.32,Forage,,,
"15:16'28""","15:16'28""",0.16,Dig,,Night,
"15:16'28""","15:16'28""",0.16,Forage,,>B_L(Night),
"15:16'28""","15:16'28""",0.08,Forage,,,
"15:16'28""","15:16'28""",0.16,Forage,,>B_L(Night),
"15:16'29""","15:16'29""",0.08,Forage,,Night,
"15:16'29""","15:16'29""",0.32,Forage,,Night,
"15:16'29""","15:16'30""",0.40,Forage,,Night,
"15:16'30""","15:16'30""",0.52,Dig,,Night,
"15:16'30""","15:16'31""",0.28,Forage,,Night,
"15:16'31""","15:16'31""",0.08,Forage,,Night,
"15:16'31""","15:16'31""",0.24,Dig,,,
"15:16'31""","15:16'31""",0.08,Forage,,Night,
"15:16'31""","15:16'32""",0.52,Forage,,Night,
"15:16'32""","15:16'34""",2.60,Unknown Behavior,,Night,
"15:16'34""","15:16'45""",10.12,Pause,,,
"15:16'45""","15:16'51""",6.44,Pause,,,
"15:16'52""","15:17'40""",47.92,Sleep,,Night,
"15:17'40""","15:17'40""",0.48,Twitch,,Night,
"15:17'40""","15:17'45""",4.36,Sleep,,face-front/back(Night),
"15:17'45""","15:17'45""",0.56,Twitch,,Night,
"15:17'45""","15:17'54""",9.16,Sleep,,Night,
"15:17'54""","15:17'58""",3.28,Twitch,,face-front/back(Night),
"15:17'58""","15:18'01""",3.24,Sleep,,Night,
"15:18'01""","15:18'02""",0.68,Twitch,,Night,
"15:18'02""","15:18'08""",6.64,Sleep,,Night,
"15:18'08""","15:18'09""",0.64,Twitch,,Night,
"15:18'09""","15:18'11""",2.24,Sleep,,Night,
"15:18'11""","15:18'13""",1.44,Twitch,,Night,
"15:18'13""","15:18'15""",2.20,Sleep,,Night,
"15:18'15""","15:18'16""",1.24,Twitch,,Night,
"15:18'16""","15:18'19""",3.44,Sleep,,Night,
"15:18'19""","15:18'25""",5.36,Twitch,,Night,
"15:18'25""","15:18'33""",8.36,Sleep,,Night,
"15:18'33""","15:18'35""",1.52,Twitch,,Night,
"15:18'35""","15:18'37""",1.92,Sleep,,Night,
"15:18'37""","15:18'37""",0.76,Twitch,,,
"15:18'37""","15:20'26""",109.04,Sleep,,Night,
"15:20'26""","15:20'27""",0.56,Twitch,,Night,
"15:20'27""","15:20'32""",5.24,Sleep,,,
"15:20'32""","15:20'44""",12.00,Twitch,,Night,
"15:20'44""","15:20'44""",0.04,Awaken,,,
"15:20'45""","15:20'50""",4.24,Groom,,B_L<-PLR(Night),
"15:20'58""","15:21'12""",13.92,Pause,,,
"15:21'12""","15:21'18""",5.68,Groom,,B_L(Night),
"15:21'18""","15:21'19""",0.68,Dig,,Night,
"15:21'19""","15:21'29""",10.72,Groom,,B_L(Night),
"15:21'29""","15:21'30""",0.60,Forage,,Night,
"15:21'30""","15:21'31""",0.52,Forage,,Night,
"15:21'31""","15:21'32""",0.56,Forage,,Night,
"15:21'32""","15:21'32""",0.40,Forage,,Night,
"15:21'32""","15:21'32""",0.24,Forage,,Night,
"15:21'32""","15:21'37""",4.68,Groom,,B_L(Night),
"15:21'37""","15:21'37""",0.12,Forage,,Night,
"15:21'37""","15:21'43""",6.04,Groom,,B_L<-PLF(Night),
"15:21'43""","15:21'44""",0.24,Forage,,Night,
"15:21'44""","15:21'50""",6.36,Groom,,B_L<-PLR(Night),
"15:21'52""","15:21'56""",3.80,Groom,,PLF(Night),
"15:21'56""","15:21'56""",0.40,Forage,,Night,
"15:22'03""","15:22'03""",0.60,Forage,,Night,
"15:22'04""","15:22'33""",29.04,Sleep,,face-front/back(Night),
"15:22'33""","15:22'33""",0.56,Twitch,,face-front/back(Night),
"15:22'33""","15:22'35""",1.52,Sleep,,,
"15:22'35""","15:22'44""",9.80,Twitch,,Night,
"15:22'44""","15:22'46""",1.28,Sleep,,face-front/back(Night),
"15:22'46""","15:22'50""",4.72,Twitch,,Night,
"15:22'50""","15:22'52""",2.00,Sleep,,,
"15:22'52""","15:23'00""",7.12,Twitch,,Night,
"15:23'00""","15:23'01""",1.52,Sleep,,face-front/back(Night),
"15:23'01""","15:23'06""",5.24,Twitch,,Night,
"15:23'06""","15:23'08""",1.88,Sleep,,,
"15:23'08""","15:23'11""",2.64,Twitch,,Night,
"15:23'11""","15:23'17""",5.80,Sleep,,face-front/back(Night),
"15:23'17""","15:23'18""",1.44,Twitch,,Night,
"15:23'18""","15:23'23""",4.60,Sleep,,,
"15:23'23""","15:23'24""",1.04,Twitch,,face-front/back(Night),
"15:23'24""","15:23'26""",2.44,Sleep,,Night,
"15:23'26""","15:23'30""",3.84,Twitch,,,
"15:23'30""","15:23'31""",1.28,Sleep,,Night,
"15:23'31""","15:23'36""",4.48,Twitch,,face-front/back(Night),
"15:23'36""","15:23'41""",5.60,Sleep,,Night,
"15:23'41""","15:23'42""",0.48,Twitch,,,
"15:23'42""","15:23'47""",4.84,Sleep,,Night,
"15:23'47""","15:23'48""",1.32,Twitch,,face-front/back(Night),
"15:23'48""","15:23'52""",4.44,Sleep,,Night,
"15:23'52""","15:23'53""",0.64,Twitch,,,
"15:23'53""","15:23'55""",1.76,Sleep,,Night,
"15:23'55""","15:23'55""",0.56,Twitch,,face-front/back(Night),
"15:23'55""","15:23'59""",4.08,Sleep,,Night,
"15:23'59""","15:24'00""",0.76,Twitch,,,
"15:24'00""","15:24'08""",7.56,Sleep,,Night,
"15:24'08""","15:24'20""",12.00,Twitch,,face-front/back(Night),
"15:24'20""","15:24'20""",0.04,Awaken,,Night,
"15:24'29""","15:24'33""",4.20,Unknown Behavior,,Night,
"15:24'33""","15:24'39""",5.36,Pause,,,
"15:24'39""","15:24'46""",7.44,Unknown Behavior,,,
"15:24'46""","15:24'51""",4.72,Pause,,,
"15:24'51""","15:24'53""",2.52,Unknown Behavior,,Night,
"15:24'53""","15:25'17""",24.00,Sleep,,Night,
"15:25'17""","15:25'18""",0.48,Twitch,,Night,
"15:25'18""","15:25'21""",2.84,Sleep,,Night,
"15:25'21""","15:25'24""",3.48,Twitch,,Night,
"15:25'24""","15:25'26""",1.72,Sleep,,Night,
"15:25'26""","15:25'27""",0.64,Twitch,,,
"15:25'27""","15:25'32""",5.68,Sleep,,Night,
"15:25'32""","15:25'34""",1.68,Twitch,,,
"15:25'34""","15:25'39""",5.52,Sleep,,Night,
"15:25'39""","15:25'41""",1.48,Twitch,,Night,
"15:25'41""","15:25'43""",2.16,Sleep,,,
"15:25'43""","15:25'44""",0.76,Twitch,,Night,
"15:25'44""","15:25'59""",14.72,Sleep,,Night,
"15:25'59""","15:26'00""",1.44,Twitch,,Night,
"15:26'00""","15:26'01""",1.40,Sleep,,Night,
"15:26'01""","15:26'02""",0.68,Twitch,,Night,
"15:26'02""","15:26'06""",4.28,Sleep,,>B_L(Night),
"15:26'06""","15:26'11""",4.44,Twitch,,Night,
"15:26'11""","15:26'13""",1.68,Sleep,,,
"15:26'13""","15:26'14""",1.36,Twitch,,Night,
"15:26'14""","15:26'16""",2.40,Sleep,,Night,
"15:26'16""","15:26'18""",2.08,Twitch,,Night,
"15:26'18""","15:26'22""",4.00,Sleep,,Night,
"15:26'22""","15:26'23""",0.64,Twitch,,Night,
"15:26'23""","15:26'30""",6.60,Sleep,,,
"15:26'30""","15:26'41""",11.60,Twitch,,Night,
"15:26'41""","15:26'44""",2.36,Sleep,,Night,
"15:26'44""","15:26'44""",0.64,Twitch,,,
"15:26'44""","15:26'46""",1.52,Sleep,,Night,
"15:26'46""","15:26'48""",2.64,Twitch,,Night,
"15:26'48""","15:26'51""",2.16,Sleep,,Night,
"15:26'51""","15:26'52""",1.04,Twitch,,Night,
"15:26'52""","15:26'57""",5.04,Sleep,,Night,
"15:26'57""","15:27'00""",3.64,Twitch,,Night,
"15:27'00""","15:27'02""",1.56,Sleep,,Night,
"15:27'02""","15:27'06""",4.52,Twitch,,Night,
"15:27'06""","15:27'08""",1.64,Sleep,,Night,
"15:27'08""","15:27'13""",5.24,Twitch,,Night,
"15:27'13""","15:27'14""",1.28,Sleep,,Night,
"15:27'14""","15:27'17""",2.56,Twitch,,Night,
"15:27'17""","15:27'20""",3.00,Sleep,,Night,
"15:27'20""","15:27'21""",1.36,Twitch,,Night,
"15:27'21""","15:27'26""",4.56,Sleep,,Night,
"15:27'26""","15:27'28""",2.44,Twitch,,Night,
"15:27'28""","15:27'32""",3.40,Sleep,,Night,
"15:27'32""","15:27'40""",8.64,Twitch,,Night,
"15:27'40""","15:27'42""",1.36,Sleep,,Night,
"15:27'42""","15:27'54""",12.00,Twitch,,Night,
"15:27'54""","15:27'54""",0.08,Awaken,,Night,
"15:28'09""","15:28'18""",9.60,Pause,,Night,
"15:28'18""","15:28'20""",2.20,Unknown Behavior,,Night,
"15:28'20""","15:28'47""",26.24,Sleep,,Night,
"15:28'47""","15:28'49""",2.44,Twitch,,Night,
"15:28'49""","15:28'53""",3.76,Sleep,,Night,
"15:28'53""","15:28'55""",2.24,Twitch,,Night,
"15:28'55""","15:29'01""",5.88,Sleep,,Night,
"15:29'01""","15:29'13""",12.00,Twitch,,,
"15:29'13""","15:29'13""",0.04,Awaken,,Night,
"15:29'13""","15:29'39""",26.44,Sleep,,Night,
"15:29'39""","15:29'40""",0.56,Twitch,,face-front/back(Night),
"15:29'40""","15:29'45""",5.12,Sleep,,Night,
"15:29'45""","15:29'47""",2.16,Twitch,,,
"15:29'47""","15:29'49""",2.00,Sleep,,Night,
"15:29'49""","15:29'57""",7.76,Twitch,,face-front/back(Night),
"15:29'57""","15:30'09""",11.76,Sleep,,face-front/back(Night),
"15:30'09""","15:30'10""",1.40,Twitch,,,
"15:30'10""","15:30'11""",1.24,Sleep,,,
"15:30'11""","15:30'12""",0.56,Twitch,,face-front/back(Night),
"15:30'12""","15:30'14""",2.44,Sleep,,face-front/back(Night),
"15:30'14""","15:30'15""",0.68,Twitch,,,
"15:30'15""","15:30'17""",2.00,Sleep,,Night,
"15:30'17""","15:30'18""",0.76,Twitch,,face-front/back(Night),
"15:30'18""","15:30'21""",2.80,Sleep,,Night,
"15:30'21""","15:30'21""",0.48,Twitch,,,
"15:30'21""","15:30'23""",1.84,Sleep,,Night,
"15:30'23""","15:30'24""",1.24,Twitch,,face-front/back(Night),
"15:30'24""","15:30'28""",3.52,Sleep,,,
"15:30'28""","15:30'31""",3.72,Twitch,,,
"15:30'31""","15:30'37""",5.96,Sleep,,face-front/back(Night),
"15:30'37""","15:30'38""",0.64,Twitch,,Night,
"15:30'38""","15:30'40""",2.28,Sleep,,,
"15:30'40""","15:30'41""",0.88,Twitch,,face-front/back(Night),
"15:30'41""","15:30'44""",3.08,Sleep,,face-front/back(Night),
"15:30'44""","15:30'45""",0.84,Twitch,,>PLR(Night),
"15:30'45""","15:30'54""",9.00,Sleep,,,
"15:30'54""","15:30'55""",0.56,Twitch,,Night,
"15:30'55""","15:31'01""",5.92,Sleep,,face-front/back(Night),
"15:31'01""","15:31'01""",0.68,Twitch,,Night,
"15:31'01""","15:31'04""",3.12,Sleep,,,
"15:31'04""","15:31'06""",1.36,Twitch,,Night,
"15:31'06""","15:31'25""",18.84,Sleep,,face-front/back(Night),
"15:31'25""","15:31'29""",4.12,Twitch,,>B_L(Night),
"15:31'29""","15:31'31""",2.72,Sleep,,,
"15:31'31""","15:31'32""",0.68,Twitch,,Night,
"15:31'32""","15:31'45""",12.84,Sleep,,face-front/back(Night),
"15:31'45""","15:31'46""",0.68,Twitch,,,
"15:31'46""","15:32'12""",25.96,Sleep,,Night,
"15:32'12""","15:32'12""",0.76,Twitch,,face-front/back(Night),
"15:32'12""","15:32'18""",5.24,Sleep,,Night,
"15:32'18""","15:32'18""",0.68,Twitch,,,
"15:32'18""","15:32'33""",14.24,Sleep,,Night,
"15:32'33""","15:32'35""",2.52,Twitch,,Night,
"15:32'35""","15:32'39""",4.40,Sleep,,Night,
"15:32'39""","15:32'40""",0.68,Twitch,,Night,
"15:32'40""","15:32'49""",8.40,Sleep,,Night,
"15:32'49""","15:32'49""",0.56,Twitch,,Night,
"15:32'49""","15:33'19""",30.36,Sleep,,Night,
"15:33'19""","15:33'20""",0.68,Twitch,,Night,
"15:33'20""","15:33'26""",6.00,Sleep,,Night,
"15:33'26""","15:33'30""",4.16,Twitch,,Night,
"15:33'30""","15:33'44""",14.00,Sleep,,,
"15:33'44""","15:33'46""",2.04,Twitch,,Night,
"15:33'46""","15:33'48""",2.08,Sleep,,Night,
"15:33'48""","15:33'52""",3.36,Twitch,,Night,
"15:33'52""","15:34'03""",10.76,Sleep,,Night,
"15:34'03""","15:34'04""",1.44,Twitch,,Night,
"15:34'04""","15:34'08""",3.84,Sleep,,,
"15:34'08""","15:34'11""",2.92,Twitch,,Night,
"15:34'11""","15:34'12""",1.28,Sleep,,>B_L(Night),
"15:34'12""","15:34'23""",11.36,Twitch,,Night,
"15:34'23""","15:34'25""",1.60,Sleep,,Night,
"15:34'25""","15:34'26""",1.48,Twitch,,Night,
"15:34'26""","15:34'28""",2.00,Sleep,,Night,
"15:34'28""","15:34'29""",0.84,Twitch,,Night,
"15:34'29""","15:34'32""",2.52,Sleep,,Night,
"15:34'32""","15:34'32""",0.64,Twitch,,Night,
"15:34'32""","15:34'34""",1.92,Sleep,,face-front/back(Night),
"15:34'34""","15:34'43""",8.32,Twitch,,Night,
"15:34'43""","15:34'48""",4.84,Sleep,,Night,
"15:34'48""","15:35'00""",12.00,Twitch,,face-left(Night),
"15:35'00""","15:35'00""",0.04,Awaken,,Night,
"15:35'00""","15:35'29""",29.84,Sleep,,Night,
"15:35'29""","15:35'30""",0.56,Twitch,,,
"15:35'30""","15:35'32""",2.12,Sleep,,,
"15:35'32""","15:35'35""",3.20,Twitch,,Night,
"15:35'35""","15:35'41""",5.60,Sleep,,face-front/back(Night),
"15:35'41""","15:35'42""",0.84,Twitch,,Night,
"15:35'42""","15:35'46""",4.60,Sleep,,,
"15:35'46""","15:35'47""",0.84,Twitch,,Night,
"15:35'47""","15:35'50""",3.24,Sleep,,face-front/back(Night),
"15:35'50""","15:35'52""",1.56,Twitch,,Night,
"15:35'52""","15:35'56""",3.72,Sleep,,Night,
"15:35'56""","15:35'57""",1.28,Twitch,,Night,
"15:35'57""","15:36'05""",8.44,Sleep,,face-front/back(Night),
"15:36'05""","15:36'17""",11.40,Twitch,,Night,
"15:36'17""","15:36'22""",4.84,Sleep,,,
"15:36'22""","15:36'22""",0.48,Twitch,,Night,
"15:36'22""","15:36'24""",1.80,Sleep,,Night,
"15:36'24""","15:36'26""",2.08,Twitch,,Night,
"15:36'26""","15:36'29""",2.52,Sleep,,Night,
"15:36'29""","15:36'30""",1.64,Twitch,,Night,
"15:36'30""","15:36'32""",1.92,Sleep,,Night,
"15:36'32""","15:36'34""",2.04,Twitch,,Night,
"15:36'34""","15:36'37""",2.48,Sleep,,Night,
"15:36'37""","15:36'38""",1.28,Twitch,,Night,
"15:36'38""","15:36'39""",1.40,Sleep,,Night,
"15:36'39""","15:36'41""",1.96,Twitch,,Night,
"15:36'41""","15:36'44""",2.56,Sleep,,Night,
"15:36'44""","15:36'49""",4.84,Twitch,,Night,
"15:36'49""","15:37'02""",12.88,Sleep,,Night,
"15:37'02""","15:37'02""",0.28,Twitch,,Night,
"15:37'02""","15:37'28""",25.80,Sleep,,Night,
"15:37'28""","15:37'29""",1.68,Twitch,,Night,
"15:37'29""","15:37'33""",3.96,Sleep,,Night,
"15:37'33""","15:37'35""",2.00,Twitch,,Night,
"15:37'35""","15:37'57""",22.24,Sleep,,Night,
"15:37'57""","15:38'09""",12.00,Twitch,,,
"15:38'09""","15:38'10""",0.04,Awaken,,Night,
"15:38'10""","15:38'49""",39.40,Sleep,,Night,
"15:38'49""","15:39'01""",12.00,Twitch,,Night,
"15:39'01""","15:39'01""",0.04,Awaken,,Night,
"15:39'05""","15:39'06""",0.52,Forage,,Night,
"15:39'07""","15:39'32""",24.96,Sleep,,face-front/back(Night),
"15:39'32""","15:39'39""",7.44,Twitch,,face-front/back(Night),
"15:39'39""","15:39'41""",2.04,Sleep,,Night,
"15:39'41""","15:39'48""",6.92,Twitch,,,
"15:39'48""","15:39'51""",3.08,Sleep,,Night,
"15:39'51""","15:39'53""",2.28,Twitch,,face-front/back(Night),
"15:39'53""","15:39'59""",5.60,Sleep,,Night,
"15:39'59""","15:40'02""",2.96,Twitch,,,
"15:40'02""","15:40'05""",2.64,Sleep,,face-front/back(Night),
"15:40'05""","15:40'08""",3.80,Twitch,,,
"15:40'08""","15:40'15""",6.28,Sleep,,,
"15:40'15""","15:40'15""",0.76,Twitch,,,
"15:40'15""","15:40'22""",6.32,Sleep,,face-front/back(Night),
"15:40'22""","15:40'25""",3.00,Twitch,,Night,
"15:40'25""","15:40'32""",7.20,Sleep,,,
"15:40'32""","15:40'33""",0.64,Twitch,,Night,
"15:40'33""","15:40'38""",4.92,Sleep,,face-front/back(Night),
"15:40'38""","15:40'44""",6.12,Twitch,,,
"15:40'44""","15:40'46""",2.00,Sleep,,,
"15:40'46""","15:40'47""",1.44,Twitch,,Night,
"15:40'47""","15:40'49""",1.72,Sleep,,face-front/back(Night),
"15:40'49""","15:40'50""",1.56,Twitch,,Night,
"15:40'50""","15:40'56""",5.16,Sleep,,,
"15:40'56""","15:40'58""",2.32,Twitch,,face-front/back(Night),
"15:40'58""","15:41'05""",7.04,Sleep,,,
"15:41'05""","15:41'08""",3.40,Twitch,,,
"15:41'08""","15:41'11""",2.92,Sleep,,,
"15:41'11""","15:41'23""",12.00,Twitch,,Night,
"15:41'23""","15:41'23""",0.04,Awaken,,face-front/back(Night),
"15:41'23""","15:42'23""",59.28,Sleep,,Night,
"15:42'23""","15:42'35""",12.00,Twitch,,,
"15:42'35""","15:42'35""",0.04,Awaken,,Night,
"15:42'35""","15:43'20""",45.04,Sleep,,face-front/back(Night),
"15:43'20""","15:43'21""",1.68,Twitch,,Night,
"15:43'21""","15:43'43""",21.52,Sleep,,Night,
"15:43'43""","15:43'55""",12.00,Twitch,,Night,
"15:43'55""","15:43'55""",0.04,Awaken,,Night,
"15:44'06""","15:44'12""",5.48,Groom,,B_L(Night),
"15:44'12""","15:44'12""",0.44,Dig,,Night,
"15:44'14""","15:44'14""",0.08,Forage,,Night,
"15:44'14""","15:44'14""",0.16,Dig,,Night,
"15:44'14""","15:44'15""",0.24,Forage,,Night,
"15:44'15""","15:44'15""",0.24,Dig,,Night,
"15:44'15""","15:44'15""",0.08,Forage,,Night,
"15:44'15""","15:44'15""",0.32,Dig,,Night,
"15:44'15""","15:44'15""",0.08,Forage,,Night,
"15:44'15""","15:44'16""",0.32,Dig,,Night,
"15:44'16""","15:44'16""",0.08,Forage,,Night,
"15:44'16""","15:44'16""",0.28,Dig,,Night,
"15:44'16""","15:44'16""",0.12,Forage,,Night,
"15:44'16""","15:44'17""",0.64,Dig,,Night,
"15:44'17""","15:44'17""",0.16,Forage,,,
"15:44'18""","15:44'18""",0.24,Forage,,Night,
"15:44'18""","15:44'18""",0.36,Dig,,Night,
"15:44'18""","15:44'19""",0.08,Forage,,>PLR(Night),
"15:44'19""","15:44'19""",0.80,Dig,,Night,
"15:44'19""","15:44'19""",0.08,Forage,,,
"15:44'19""","15:44'20""",0.16,Dig,,Night,
"15:44'20""","15:44'20""",0.40,Forage,,Night,
"15:44'20""","15:44'20""",0.24,Dig,,Night,
"15:44'20""","15:44'21""",0.72,Forage,,Night,
"15:44'21""","15:44'21""",0.32,Dig,,Night,
"15:44'21""","15:44'22""",0.28,Dig,,Night,
"15:44'22""","15:44'22""",0.12,Forage,,Night,
"15:44'22""","15:44'22""",0.20,Forage,,Night,
"15:44'22""","15:44'23""",0.32,Forage,,Night,
"15:44'23""","15:44'23""",0.24,Forage,,Night,
"15:44'23""","15:44'23""",0.16,Forage,,Night,
"15:44'24""","15:44'24""",0.16,Forage,,Night,
"15:44'24""","15:44'24""",0.20,Dig,,Night,
"15:44'25""","15:44'25""",0.16,Forage,,Night,
"15:44'25""","15:44'25""",0.16,Dig,,Night,
"15:44'25""","15:44'25""",0.16,Forage,,Night,
"15:44'26""","15:44'26""",0.24,Dig,,Night,
"15:44'30""","15:44'30""",0.24,Forage,,Night,
"15:44'31""","15:44'31""",0.16,Dig,,Night,
"15:44'31""","15:44'32""",0.20,Dig,,Night,
"15:44'32""","15:44'32""",0.20,Walk Slowly,,Night,
"15:44'32""","15:44'32""",0.16,Dig,,Night,
"15:44'32""","15:44'32""",0.16,Dig,,Night,
"15:44'32""","15:44'42""",9.96,Groom,,B_L(Night),
"15:44'42""","15:44'43""",1.00,Eat Zone1,,Night,
"15:44'43""","15:44'44""",0.48,Chew,,Night,
"15:44'44""","15:44'45""",1.20,Chew,,face-front/back(Night),
"15:44'45""","15:44'46""",0.72,Eat Zone1,,>PLR(Night),
"15:44'46""","15:44'47""",0.48,Chew,,>PLR(Night),
"15:44'47""","15:44'50""",3.84,Eat Zone1,,Night,
"15:44'50""","15:44'51""",0.20,Come Down To Partially Reared,,Night,
"15:44'51""","15:44'54""",3.72,Groom,,B_L<-HdW(Night),
"15:44'54""","15:44'54""",0.08,Sniff,,>PLR(Night),
"15:44'56""","15:44'58""",1.76,Eat Zone1,,Night,
"15:44'58""","15:44'58""",0.24,Come Down To Partially Reared,,Night,
"15:44'58""","15:44'58""",0.12,Sniff,,face-front/back(Night),
"15:44'58""","15:45'02""",3.64,Groom,,B_L(Night),
"15:45'02""","15:45'02""",0.68,Eat Zone1,,Night,
"15:45'02""","15:45'06""",3.64,Groom,,B_L(Night),
"15:45'06""","15:45'06""",0.28,Come Down To Partially Reared,,Night,
"15:45'06""","15:45'08""",1.20,Eat Zone1,,Night,
"15:45'08""","15:45'10""",2.40,Chew,,Night,
"15:45'10""","15:45'12""",1.68,Eat Zone1,,Night,
"15:45'12""","15:45'13""",1.68,Chew,,Night,
"15:45'13""","15:45'14""",0.72,Eat Zone1,,Night,
"15:45'14""","15:45'14""",0.24,Remain Partially Reared,,Night,
"15:45'14""","15:45'14""",0.12,Come Down From Partially Reared,,Night,
"15:45'16""","15:45'18""",1.84,Eat Zone1,,Night,
"15:45'18""","15:45'19""",0.24,Chew,,Night,
"15:45'19""","15:45'23""",4.80,Eat Zone1,,Night,
"15:45'23""","15:45'24""",0.24,Chew,,Night,
"15:45'24""","15:45'25""",0.96,Eat Zone1,,Night,
"15:45'25""","15:45'25""",0.24,Come Down To Partially Reared,,Night,
"15:45'25""","15:45'25""",0.24,Remain Partially Reared,,Night,
"15:45'25""","15:45'25""",0.24,Come Down From Partially Reared,,Night,
"15:45'26""","15:45'26""",0.68,Forage,,Night,
"15:45'26""","15:45'27""",0.28,Dig,,Night,
"15:45'27""","15:45'27""",0.16,Forage,,Night,
"15:45'27""","15:45'27""",0.16,Dig,,Night,
"15:45'28""","15:45'28""",0.24,Chew,,Night,
"15:45'29""","15:45'29""",0.16,Come Down From Partially Reared,,Night,
"15:45'29""","15:45'29""",0.28,Dig,,Night,
"15:45'30""","15:45'30""",0.36,Rear up Partially,,Night,
"15:45'30""","15:45'35""",4.80,Eat Zone1,,Night,
"15:45'35""","15:45'35""",0.24,Chew,,Night,
"15:45'36""","15:45'36""",0.48,Chew,,Night,
"15:45'36""","15:45'38""",2.16,Eat Zone1,,Night,
"15:45'38""","15:45'38""",0.24,Chew,,face-left(Night),
"15:45'38""","15:45'40""",1.92,Eat Zone1,,Night,
"15:45'40""","15:45'41""",0.48,Chew,,Night,
"15:45'41""","15:45'42""",1.44,Eat Zone1,,Night,
"15:45'42""","15:45'42""",0.24,Come Down,,Night,
"15:45'43""","15:45'44""",0.84,Dig,,Night,
"15:45'44""","15:45'44""",0.24,Forage,,Night,
"15:45'45""","15:45'45""",0.68,Dig,,Night,
"15:45'47""","15:45'51""",3.36,Groom,,B_L(Night),
"15:45'51""","15:45'52""",1.72,Eat Zone1,,face-front/back(Night),
"15:45'52""","15:45'53""",0.48,Chew,,,
"15:45'53""","15:45'54""",0.20,Come Down To Partially Reared,,Night,
"15:45'54""","15:45'57""",3.56,Groom,,B_L(Night),
"15:45'58""","15:45'58""",0.24,Come Down,,Night,
"15:45'58""","15:46'01""",2.72,Groom,,B_L(Night),
"15:46'01""","15:46'02""",1.00,Sniff,,,
"15:46'02""","15:46'03""",1.68,Eat Zone1,,Night,
"15:46'03""","15:46'04""",0.24,Come Down To Partially Reared,,Night,
"15:46'04""","15:46'07""",3.48,Groom,,B_L(Night),
"15:46'07""","15:46'09""",1.76,Eat Zone1,,Night,
"15:46'09""","15:46'16""",7.60,Groom,,B_L<-PLF<-HdW(Night),
"15:46'17""","15:46'18""",0.96,Chew,,Night,
"15:46'18""","15:46'19""",1.44,Eat Zone1,,Night,
